group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
just_clone,,,,,966197.0,ns,35047224
just_clone,,,,,1961769.0,ns,70094448
just_clone,,,,,2953469.0,ns,105141672
just_clone,,,,,4008181.0,ns,140188896
just_clone,,,,,5211158.0,ns,175236120
just_clone,,,,,5824334.0,ns,210283344
just_clone,,,,,6802700.0,ns,245330568
just_clone,,,,,7803983.0,ns,280377792
just_clone,,,,,8929533.0,ns,315425016
just_clone,,,,,9701167.0,ns,350472240
just_clone,,,,,10701678.0,ns,385519464
just_clone,,,,,11923749.0,ns,420566688
just_clone,,,,,13002594.0,ns,455613912
just_clone,,,,,14514356.0,ns,490661136
just_clone,,,,,16258670.0,ns,525708360
just_clone,,,,,16090263.0,ns,560755584
just_clone,,,,,16727133.0,ns,595802808
just_clone,,,,,18060056.0,ns,630850032
just_clone,,,,,18909043.0,ns,665897256
just_clone,,,,,20395332.0,ns,700944480
just_clone,,,,,20602223.0,ns,735991704
just_clone,,,,,21915754.0,ns,771038928
just_clone,,,,,23037267.0,ns,806086152
just_clone,,,,,23269487.0,ns,841133376
just_clone,,,,,24534333.0,ns,876180600
just_clone,,,,,25449885.0,ns,911227824
just_clone,,,,,26892522.0,ns,946275048
just_clone,,,,,28008033.0,ns,981322272
just_clone,,,,,29941697.0,ns,1016369496
just_clone,,,,,30245388.0,ns,1051416720
just_clone,,,,,30145675.0,ns,1086463944
just_clone,,,,,32390949.0,ns,1121511168
just_clone,,,,,33055059.0,ns,1156558392
just_clone,,,,,33617379.0,ns,1191605616
just_clone,,,,,34086100.0,ns,1226652840
just_clone,,,,,35966103.0,ns,1261700064
just_clone,,,,,38709475.0,ns,1296747288
just_clone,,,,,37911400.0,ns,1331794512
just_clone,,,,,38283102.0,ns,1366841736
just_clone,,,,,38951945.0,ns,1401888960
just_clone,,,,,40135784.0,ns,1436936184
just_clone,,,,,41095274.0,ns,1471983408
just_clone,,,,,44048911.0,ns,1507030632
just_clone,,,,,43721216.0,ns,1542077856
just_clone,,,,,44022876.0,ns,1577125080
just_clone,,,,,45321256.0,ns,1612172304
just_clone,,,,,47719251.0,ns,1647219528
just_clone,,,,,48206437.0,ns,1682266752
just_clone,,,,,49918366.0,ns,1717313976
just_clone,,,,,49269627.0,ns,1752361200
just_clone,,,,,50145635.0,ns,1787408424
just_clone,,,,,52698942.0,ns,1822455648
just_clone,,,,,51830325.0,ns,1857502872
just_clone,,,,,52618276.0,ns,1892550096
just_clone,,,,,55644744.0,ns,1927597320
just_clone,,,,,55754188.0,ns,1962644544
just_clone,,,,,56698762.0,ns,1997691768
just_clone,,,,,56620908.0,ns,2032738992
just_clone,,,,,57473652.0,ns,2067786216
just_clone,,,,,59329623.0,ns,2102833440
just_clone,,,,,59516738.0,ns,2137880664
just_clone,,,,,60337880.0,ns,2172927888
just_clone,,,,,61325353.0,ns,2207975112
just_clone,,,,,64188415.0,ns,2243022336
just_clone,,,,,64037453.0,ns,2278069560
just_clone,,,,,64745142.0,ns,2313116784
just_clone,,,,,66011951.0,ns,2348164008
just_clone,,,,,67553431.0,ns,2383211232
just_clone,,,,,67693873.0,ns,2418258456
just_clone,,,,,68718493.0,ns,2453305680
just_clone,,,,,70138438.0,ns,2488352904
just_clone,,,,,71322543.0,ns,2523400128
just_clone,,,,,71152681.0,ns,2558447352
just_clone,,,,,72323279.0,ns,2593494576
just_clone,,,,,74192862.0,ns,2628541800
just_clone,,,,,76392043.0,ns,2663589024
just_clone,,,,,75743456.0,ns,2698636248
just_clone,,,,,77684965.0,ns,2733683472
just_clone,,,,,77716040.0,ns,2768730696
just_clone,,,,,80470532.0,ns,2803777920
just_clone,,,,,79508565.0,ns,2838825144
just_clone,,,,,81329041.0,ns,2873872368
just_clone,,,,,82147313.0,ns,2908919592
just_clone,,,,,82940237.0,ns,2943966816
just_clone,,,,,84404271.0,ns,2979014040
just_clone,,,,,86001396.0,ns,3014061264
just_clone,,,,,86356501.0,ns,3049108488
just_clone,,,,,88848239.0,ns,3084155712
just_clone,,,,,86909406.0,ns,3119202936
just_clone,,,,,91563338.0,ns,3154250160
just_clone,,,,,89947634.0,ns,3189297384
just_clone,,,,,91415903.0,ns,3224344608
just_clone,,,,,93453345.0,ns,3259391832
just_clone,,,,,92224065.0,ns,3294439056
just_clone,,,,,93676779.0,ns,3329486280
just_clone,,,,,94491315.0,ns,3364533504
just_clone,,,,,95311345.0,ns,3399580728
just_clone,,,,,97231888.0,ns,3434627952
just_clone,,,,,97380308.0,ns,3469675176
just_clone,,,,,98390538.0,ns,3504722400
